,Id,data,element,value
21243,MX000017004,1975-05-13,TMAX,250
21245,MX000017004,1975-05-13,PRCP,10
22957,MX000017004,1975-05-14,TMAX,270
22958,MX000017004,1975-05-14,TMIN,160
22959,MX000017004,1975-05-14,PRCP,0
24671,MX000017004,1975-05-15,TMAX,290
24673,MX000017004,1975-05-15,PRCP,35
24672,MX000017004,1975-05-15,TMIN,170
26385,MX000017004,1975-05-16,TMAX,270
26386,MX000017004,1975-05-16,TMIN,150
26387,MX000017004,1975-05-16,PRCP,75
28099,MX000017004,1975-05-17,TMAX,290
28101,MX000017004,1975-05-17,PRCP,55
28100,MX000017004,1975-05-17,TMIN,150
29813,MX000017004,1975-05-18,TMAX,270
29814,MX000017004,1975-05-18,TMIN,170
29815,MX000017004,1975-05-18,PRCP,0
31528,MX000017004,1975-05-19,TMIN,170
31527,MX000017004,1975-05-19,TMAX,280
31529,MX000017004,1975-05-19,PRCP,0
2390,MX000017004,1975-05-2,TMIN,170
2391,MX000017004,1975-05-2,PRCP,0
2389,MX000017004,1975-05-2,TMAX,300
33241,MX000017004,1975-05-20,TMAX,290
33243,MX000017004,1975-05-20,PRCP,10
33242,MX000017004,1975-05-20,TMIN,180
34955,MX000017004,1975-05-21,TMAX,280
34956,MX000017004,1975-05-21,TMIN,180
34957,MX000017004,1975-05-21,PRCP,0
36669,MX000017004,1975-05-22,TMAX,280
36670,MX000017004,1975-05-22,TMIN,170
36671,MX000017004,1975-05-22,PRCP,0
38385,MX000017004,1975-05-23,PRCP,0
38383,MX000017004,1975-05-23,TMAX,290
38384,MX000017004,1975-05-23,TMIN,170
40099,MX000017004,1975-05-24,PRCP,75
40098,MX000017004,1975-05-24,TMIN,170
40097,MX000017004,1975-05-24,TMAX,270
41813,MX000017004,1975-05-25,PRCP,175
41811,MX000017004,1975-05-25,TMAX,230
41812,MX000017004,1975-05-25,TMIN,160
43525,MX000017004,1975-05-26,TMAX,250
43526,MX000017004,1975-05-26,TMIN,160
43527,MX000017004,1975-05-26,PRCP,55
45240,MX000017004,1975-05-27,TMIN,160
45241,MX000017004,1975-05-27,PRCP,85
45239,MX000017004,1975-05-27,TMAX,260
46953,MX000017004,1975-05-28,TMAX,230
46955,MX000017004,1975-05-28,PRCP,0
46954,MX000017004,1975-05-28,TMIN,170
48668,MX000017004,1975-05-29,TMIN,170
48669,MX000017004,1975-05-29,PRCP,60
48667,MX000017004,1975-05-29,TMAX,260
4103,MX000017004,1975-05-3,TMAX,310
4104,MX000017004,1975-05-3,TMIN,170
4105,MX000017004,1975-05-3,PRCP,0
50381,MX000017004,1975-05-30,TMAX,260
50382,MX000017004,1975-05-30,TMIN,160
50383,MX000017004,1975-05-30,PRCP,0
52097,MX000017004,1975-05-31,PRCP,40
52095,MX000017004,1975-05-31,TMAX,250
52096,MX000017004,1975-05-31,TMIN,160
5817,MX000017004,1975-05-4,TMAX,320
5818,MX000017004,1975-05-4,TMIN,190
5819,MX000017004,1975-05-4,PRCP,0
7531,MX000017004,1975-05-5,TMAX,310
7532,MX000017004,1975-05-5,TMIN,170
7533,MX000017004,1975-05-5,PRCP,0
9246,MX000017004,1975-05-6,TMIN,170
9245,MX000017004,1975-05-6,TMAX,320
9247,MX000017004,1975-05-6,PRCP,0
10960,MX000017004,1975-05-7,TMIN,190
10961,MX000017004,1975-05-7,PRCP,0
10959,MX000017004,1975-05-7,TMAX,300
12674,MX000017004,1975-05-8,TMIN,170
12675,MX000017004,1975-05-8,PRCP,0
12673,MX000017004,1975-05-8,TMAX,300
14388,MX000017004,1975-05-9,TMIN,180
14387,MX000017004,1975-05-9,TMAX,310
14389,MX000017004,1975-05-9,PRCP,0
678,MX000017004,1975-06-1,TMAX,240
679,MX000017004,1975-06-1,TMIN,160
680,MX000017004,1975-06-1,PRCP,10
16104,MX000017004,1975-06-10,TMAX,250
16105,MX000017004,1975-06-10,TMIN,150
16106,MX000017004,1975-06-10,PRCP,435
17818,MX000017004,1975-06-11,TMAX,260
17819,MX000017004,1975-06-11,TMIN,150
17820,MX000017004,1975-06-11,PRCP,355
19533,MX000017004,1975-06-12,TMIN,160
19532,MX000017004,1975-06-12,TMAX,240
19534,MX000017004,1975-06-12,PRCP,95
21246,MX000017004,1975-06-13,TMAX,230
21247,MX000017004,1975-06-13,TMIN,170
21248,MX000017004,1975-06-13,PRCP,0
22962,MX000017004,1975-06-14,PRCP,0
22961,MX000017004,1975-06-14,TMIN,150
22960,MX000017004,1975-06-14,TMAX,270
24674,MX000017004,1975-06-15,TMAX,240
24675,MX000017004,1975-06-15,TMIN,170
24676,MX000017004,1975-06-15,PRCP,15
26390,MX000017004,1975-06-16,PRCP,0
26388,MX000017004,1975-06-16,TMAX,260
26389,MX000017004,1975-06-16,TMIN,150
28104,MX000017004,1975-06-17,PRCP,45
28102,MX000017004,1975-06-17,TMAX,250
28103,MX000017004,1975-06-17,TMIN,160
29818,MX000017004,1975-06-18,PRCP,0
29816,MX000017004,1975-06-18,TMAX,260
29817,MX000017004,1975-06-18,TMIN,160
31530,MX000017004,1975-06-19,TMAX,250
31531,MX000017004,1975-06-19,TMIN,160
31532,MX000017004,1975-06-19,PRCP,10
2392,MX000017004,1975-06-2,TMAX,240
2394,MX000017004,1975-06-2,PRCP,0
2393,MX000017004,1975-06-2,TMIN,180
33244,MX000017004,1975-06-20,TMAX,250
33246,MX000017004,1975-06-20,PRCP,125
33245,MX000017004,1975-06-20,TMIN,150
34958,MX000017004,1975-06-21,TMAX,230
34959,MX000017004,1975-06-21,TMIN,150
34960,MX000017004,1975-06-21,PRCP,135
36672,MX000017004,1975-06-22,TMAX,240
36673,MX000017004,1975-06-22,TMIN,150
36674,MX000017004,1975-06-22,PRCP,0
38388,MX000017004,1975-06-23,PRCP,0
38387,MX000017004,1975-06-23,TMIN,150
38386,MX000017004,1975-06-23,TMAX,230
40100,MX000017004,1975-06-24,TMAX,260
40101,MX000017004,1975-06-24,TMIN,150
40102,MX000017004,1975-06-24,PRCP,25
41814,MX000017004,1975-06-25,TMAX,260
41815,MX000017004,1975-06-25,TMIN,150
41816,MX000017004,1975-06-25,PRCP,200
43530,MX000017004,1975-06-26,PRCP,215
43529,MX000017004,1975-06-26,TMIN,160
43528,MX000017004,1975-06-26,TMAX,230
45242,MX000017004,1975-06-27,TMAX,240
45244,MX000017004,1975-06-27,PRCP,355
45243,MX000017004,1975-06-27,TMIN,160
46957,MX000017004,1975-06-28,TMIN,160
46958,MX000017004,1975-06-28,PRCP,0
46956,MX000017004,1975-06-28,TMAX,250
48670,MX000017004,1975-06-29,TMAX,260
48671,MX000017004,1975-06-29,TMIN,160
48672,MX000017004,1975-06-29,PRCP,20
4107,MX000017004,1975-06-3,TMIN,180
4108,MX000017004,1975-06-3,PRCP,105
4106,MX000017004,1975-06-3,TMAX,230
50385,MX000017004,1975-06-30,TMIN,150
50386,MX000017004,1975-06-30,PRCP,0
50384,MX000017004,1975-06-30,TMAX,250
52099,MX000017004,1975-06-31,TMIN,-9999
52100,MX000017004,1975-06-31,PRCP,-9999
52098,MX000017004,1975-06-31,TMAX,-9999
5821,MX000017004,1975-06-4,TMIN,160
5820,MX000017004,1975-06-4,TMAX,250
5822,MX000017004,1975-06-4,PRCP,0
7535,MX000017004,1975-06-5,TMIN,150
7534,MX000017004,1975-06-5,TMAX,260
7536,MX000017004,1975-06-5,PRCP,0
9250,MX000017004,1975-06-6,PRCP,175
9249,MX000017004,1975-06-6,TMIN,160
9248,MX000017004,1975-06-6,TMAX,280
10962,MX000017004,1975-06-7,TMAX,260
10964,MX000017004,1975-06-7,PRCP,55
10963,MX000017004,1975-06-7,TMIN,170
12677,MX000017004,1975-06-8,TMIN,180
12678,MX000017004,1975-06-8,PRCP,15
12676,MX000017004,1975-06-8,TMAX,230
14392,MX000017004,1975-06-9,PRCP,55
14391,MX000017004,1975-06-9,TMIN,160
14390,MX000017004,1975-06-9,TMAX,240
681,MX000017004,1975-07-1,TMAX,260
682,MX000017004,1975-07-1,TMIN,150
683,MX000017004,1975-07-1,PRCP,0
16109,MX000017004,1975-07-10,PRCP,0
16108,MX000017004,1975-07-10,TMIN,150
16107,MX000017004,1975-07-10,TMAX,240
17823,MX000017004,1975-07-11,PRCP,525
17822,MX000017004,1975-07-11,TMIN,170
17821,MX000017004,1975-07-11,TMAX,250
19537,MX000017004,1975-07-12,PRCP,505
19536,MX000017004,1975-07-12,TMIN,150
19535,MX000017004,1975-07-12,TMAX,250
21251,MX000017004,1975-07-13,PRCP,10
21250,MX000017004,1975-07-13,TMIN,150
21249,MX000017004,1975-07-13,TMAX,250
22963,MX000017004,1975-07-14,TMAX,230
22965,MX000017004,1975-07-14,PRCP,55
22964,MX000017004,1975-07-14,TMIN,150
24678,MX000017004,1975-07-15,TMIN,150
24679,MX000017004,1975-07-15,PRCP,10
24677,MX000017004,1975-07-15,TMAX,240
26393,MX000017004,1975-07-16,PRCP,225
26392,MX000017004,1975-07-16,TMIN,160
26391,MX000017004,1975-07-16,TMAX,240
28107,MX000017004,1975-07-17,PRCP,45
28105,MX000017004,1975-07-17,TMAX,230
28106,MX000017004,1975-07-17,TMIN,150
29819,MX000017004,1975-07-18,TMAX,240
29821,MX000017004,1975-07-18,PRCP,35
29820,MX000017004,1975-07-18,TMIN,160
31533,MX000017004,1975-07-19,TMAX,220
31534,MX000017004,1975-07-19,TMIN,150
31535,MX000017004,1975-07-19,PRCP,185
2397,MX000017004,1975-07-2,PRCP,0
2395,MX000017004,1975-07-2,TMAX,230
2396,MX000017004,1975-07-2,TMIN,160
33249,MX000017004,1975-07-20,PRCP,115
33248,MX000017004,1975-07-20,TMIN,140
33247,MX000017004,1975-07-20,TMAX,240
34961,MX000017004,1975-07-21,TMAX,240
34962,MX000017004,1975-07-21,TMIN,140
34963,MX000017004,1975-07-21,PRCP,35
36675,MX000017004,1975-07-22,TMAX,260
36676,MX000017004,1975-07-22,TMIN,150
36677,MX000017004,1975-07-22,PRCP,0
38391,MX000017004,1975-07-23,PRCP,40
38390,MX000017004,1975-07-23,TMIN,160
38389,MX000017004,1975-07-23,TMAX,240
40103,MX000017004,1975-07-24,TMAX,250
40104,MX000017004,1975-07-24,TMIN,160
40105,MX000017004,1975-07-24,PRCP,155
41817,MX000017004,1975-07-25,TMAX,230
41818,MX000017004,1975-07-25,TMIN,150
41819,MX000017004,1975-07-25,PRCP,30
43531,MX000017004,1975-07-26,TMAX,260
43533,MX000017004,1975-07-26,PRCP,355
43532,MX000017004,1975-07-26,TMIN,160
45247,MX000017004,1975-07-27,PRCP,65
45246,MX000017004,1975-07-27,TMIN,160
45245,MX000017004,1975-07-27,TMAX,230
46960,MX000017004,1975-07-28,TMIN,130
46961,MX000017004,1975-07-28,PRCP,0
46959,MX000017004,1975-07-28,TMAX,250
48674,MX000017004,1975-07-29,TMIN,150
48675,MX000017004,1975-07-29,PRCP,245
48673,MX000017004,1975-07-29,TMAX,240
4110,MX000017004,1975-07-3,TMIN,160
4109,MX000017004,1975-07-3,TMAX,260
4111,MX000017004,1975-07-3,PRCP,0
50387,MX000017004,1975-07-30,TMAX,230
50389,MX000017004,1975-07-30,PRCP,115
50388,MX000017004,1975-07-30,TMIN,160
52101,MX000017004,1975-07-31,TMAX,250
52102,MX000017004,1975-07-31,TMIN,140
52103,MX000017004,1975-07-31,PRCP,0
5823,MX000017004,1975-07-4,TMAX,240
5824,MX000017004,1975-07-4,TMIN,150
5825,MX000017004,1975-07-4,PRCP,45
7538,MX000017004,1975-07-5,TMIN,160
7537,MX000017004,1975-07-5,TMAX,250
7539,MX000017004,1975-07-5,PRCP,15
9252,MX000017004,1975-07-6,TMIN,150
9251,MX000017004,1975-07-6,TMAX,250
9253,MX000017004,1975-07-6,PRCP,0
10966,MX000017004,1975-07-7,TMIN,150
10965,MX000017004,1975-07-7,TMAX,260
10967,MX000017004,1975-07-7,PRCP,0
12679,MX000017004,1975-07-8,TMAX,230
12680,MX000017004,1975-07-8,TMIN,160
12681,MX000017004,1975-07-8,PRCP,0
14393,MX000017004,1975-07-9,TMAX,250
14394,MX000017004,1975-07-9,TMIN,170
14395,MX000017004,1975-07-9,PRCP,0
686,MX000017004,1975-08-1,PRCP,0
685,MX000017004,1975-08-1,TMIN,160
684,MX000017004,1975-08-1,TMAX,270
16112,MX000017004,1975-08-10,PRCP,0
16111,MX000017004,1975-08-10,TMIN,160
16110,MX000017004,1975-08-10,TMAX,260
17826,MX000017004,1975-08-11,PRCP,40
17825,MX000017004,1975-08-11,TMIN,170
17824,MX000017004,1975-08-11,TMAX,240
19538,MX000017004,1975-08-12,TMAX,260
19540,MX000017004,1975-08-12,PRCP,210
19539,MX000017004,1975-08-12,TMIN,150
21254,MX000017004,1975-08-13,PRCP,190
21252,MX000017004,1975-08-13,TMAX,250
21253,MX000017004,1975-08-13,TMIN,150
22966,MX000017004,1975-08-14,TMAX,250
22967,MX000017004,1975-08-14,TMIN,150
22968,MX000017004,1975-08-14,PRCP,160
24681,MX000017004,1975-08-15,TMIN,160
24682,MX000017004,1975-08-15,PRCP,0
24680,MX000017004,1975-08-15,TMAX,250
26395,MX000017004,1975-08-16,TMIN,150
26396,MX000017004,1975-08-16,PRCP,0
26394,MX000017004,1975-08-16,TMAX,240
28110,MX000017004,1975-08-17,PRCP,0
28109,MX000017004,1975-08-17,TMIN,160
28108,MX000017004,1975-08-17,TMAX,260
29822,MX000017004,1975-08-18,TMAX,240
29823,MX000017004,1975-08-18,TMIN,160
29824,MX000017004,1975-08-18,PRCP,10
31538,MX000017004,1975-08-19,PRCP,0
31537,MX000017004,1975-08-19,TMIN,160
31536,MX000017004,1975-08-19,TMAX,240
2400,MX000017004,1975-08-2,PRCP,0
2399,MX000017004,1975-08-2,TMIN,160
2398,MX000017004,1975-08-2,TMAX,260
33250,MX000017004,1975-08-20,TMAX,270
33252,MX000017004,1975-08-20,PRCP,0
33251,MX000017004,1975-08-20,TMIN,160
34966,MX000017004,1975-08-21,PRCP,0
34965,MX000017004,1975-08-21,TMIN,150
34964,MX000017004,1975-08-21,TMAX,260
36680,MX000017004,1975-08-22,PRCP,0
36679,MX000017004,1975-08-22,TMIN,160
36678,MX000017004,1975-08-22,TMAX,240
38393,MX000017004,1975-08-23,TMIN,150
38394,MX000017004,1975-08-23,PRCP,0
38392,MX000017004,1975-08-23,TMAX,270
40107,MX000017004,1975-08-24,TMIN,150
40106,MX000017004,1975-08-24,TMAX,260
40108,MX000017004,1975-08-24,PRCP,135
41821,MX000017004,1975-08-25,TMIN,160
41822,MX000017004,1975-08-25,PRCP,240
41820,MX000017004,1975-08-25,TMAX,260
43535,MX000017004,1975-08-26,TMIN,160
43534,MX000017004,1975-08-26,TMAX,220
43536,MX000017004,1975-08-26,PRCP,405
45249,MX000017004,1975-08-27,TMIN,150
45248,MX000017004,1975-08-27,TMAX,240
45250,MX000017004,1975-08-27,PRCP,0
46964,MX000017004,1975-08-28,PRCP,30
46963,MX000017004,1975-08-28,TMIN,150
46962,MX000017004,1975-08-28,TMAX,250
48678,MX000017004,1975-08-29,PRCP,10
48677,MX000017004,1975-08-29,TMIN,160
48676,MX000017004,1975-08-29,TMAX,240
4112,MX000017004,1975-08-3,TMAX,250
4113,MX000017004,1975-08-3,TMIN,170
4114,MX000017004,1975-08-3,PRCP,110
50391,MX000017004,1975-08-30,TMIN,160
50390,MX000017004,1975-08-30,TMAX,230
50392,MX000017004,1975-08-30,PRCP,345
52106,MX000017004,1975-08-31,PRCP,50
52104,MX000017004,1975-08-31,TMAX,220
52105,MX000017004,1975-08-31,TMIN,160
5828,MX000017004,1975-08-4,PRCP,180
5826,MX000017004,1975-08-4,TMAX,230
5827,MX000017004,1975-08-4,TMIN,150
7542,MX000017004,1975-08-5,PRCP,15
7541,MX000017004,1975-08-5,TMIN,160
7540,MX000017004,1975-08-5,TMAX,210
9256,MX000017004,1975-08-6,PRCP,400
9255,MX000017004,1975-08-6,TMIN,160
9254,MX000017004,1975-08-6,TMAX,240
10968,MX000017004,1975-08-7,TMAX,250
10969,MX000017004,1975-08-7,TMIN,150
10970,MX000017004,1975-08-7,PRCP,35
12683,MX000017004,1975-08-8,TMIN,140
12684,MX000017004,1975-08-8,PRCP,0
12682,MX000017004,1975-08-8,TMAX,250
14396,MX000017004,1975-08-9,TMAX,250
14397,MX000017004,1975-08-9,TMIN,160
14398,MX000017004,1975-08-9,PRCP,25
689,MX000017004,1975-09-1,PRCP,45
687,MX000017004,1975-09-1,TMAX,220
688,MX000017004,1975-09-1,TMIN,160
16113,MX000017004,1975-09-10,TMAX,230
16114,MX000017004,1975-09-10,TMIN,130
16115,MX000017004,1975-09-10,PRCP,70
17827,MX000017004,1975-09-11,TMAX,220
17828,MX000017004,1975-09-11,TMIN,130
17829,MX000017004,1975-09-11,PRCP,445
19543,MX000017004,1975-09-12,PRCP,400
19542,MX000017004,1975-09-12,TMIN,120
19541,MX000017004,1975-09-12,TMAX,230
21255,MX000017004,1975-09-13,TMAX,230
21256,MX000017004,1975-09-13,TMIN,140
21257,MX000017004,1975-09-13,PRCP,10
22971,MX000017004,1975-09-14,PRCP,15
22969,MX000017004,1975-09-14,TMAX,230
22970,MX000017004,1975-09-14,TMIN,140
24683,MX000017004,1975-09-15,TMAX,220
24684,MX000017004,1975-09-15,TMIN,130
24685,MX000017004,1975-09-15,PRCP,170
26397,MX000017004,1975-09-16,TMAX,230
26399,MX000017004,1975-09-16,PRCP,0
26398,MX000017004,1975-09-16,TMIN,150
28112,MX000017004,1975-09-17,TMIN,150
28113,MX000017004,1975-09-17,PRCP,0
28111,MX000017004,1975-09-17,TMAX,240
29827,MX000017004,1975-09-18,PRCP,50
29826,MX000017004,1975-09-18,TMIN,150
29825,MX000017004,1975-09-18,TMAX,240
31539,MX000017004,1975-09-19,TMAX,240
31540,MX000017004,1975-09-19,TMIN,150
31541,MX000017004,1975-09-19,PRCP,0
2403,MX000017004,1975-09-2,PRCP,35
2401,MX000017004,1975-09-2,TMAX,210
2402,MX000017004,1975-09-2,TMIN,150
33255,MX000017004,1975-09-20,PRCP,15
33254,MX000017004,1975-09-20,TMIN,150
33253,MX000017004,1975-09-20,TMAX,250
34967,MX000017004,1975-09-21,TMAX,240
34968,MX000017004,1975-09-21,TMIN,150
34969,MX000017004,1975-09-21,PRCP,0
36683,MX000017004,1975-09-22,PRCP,0
36682,MX000017004,1975-09-22,TMIN,140
36681,MX000017004,1975-09-22,TMAX,240
38397,MX000017004,1975-09-23,PRCP,0
38395,MX000017004,1975-09-23,TMAX,250
38396,MX000017004,1975-09-23,TMIN,130
40111,MX000017004,1975-09-24,PRCP,0
40110,MX000017004,1975-09-24,TMIN,130
40109,MX000017004,1975-09-24,TMAX,240
41823,MX000017004,1975-09-25,TMAX,230
41824,MX000017004,1975-09-25,TMIN,100
41825,MX000017004,1975-09-25,PRCP,0
43539,MX000017004,1975-09-26,PRCP,0
43538,MX000017004,1975-09-26,TMIN,110
43537,MX000017004,1975-09-26,TMAX,240
45253,MX000017004,1975-09-27,PRCP,0
45252,MX000017004,1975-09-27,TMIN,140
45251,MX000017004,1975-09-27,TMAX,250
46965,MX000017004,1975-09-28,TMAX,250
46966,MX000017004,1975-09-28,TMIN,140
46967,MX000017004,1975-09-28,PRCP,0
48679,MX000017004,1975-09-29,TMAX,250
48680,MX000017004,1975-09-29,TMIN,140
48681,MX000017004,1975-09-29,PRCP,0
4116,MX000017004,1975-09-3,TMIN,150
4115,MX000017004,1975-09-3,TMAX,230
4117,MX000017004,1975-09-3,PRCP,15
50393,MX000017004,1975-09-30,TMAX,260
50395,MX000017004,1975-09-30,PRCP,0
50394,MX000017004,1975-09-30,TMIN,140
52109,MX000017004,1975-09-31,PRCP,-9999
52108,MX000017004,1975-09-31,TMIN,-9999
52107,MX000017004,1975-09-31,TMAX,-9999
5831,MX000017004,1975-09-4,PRCP,0
5830,MX000017004,1975-09-4,TMIN,150
5829,MX000017004,1975-09-4,TMAX,240
7545,MX000017004,1975-09-5,PRCP,225
7544,MX000017004,1975-09-5,TMIN,150
7543,MX000017004,1975-09-5,TMAX,230
9258,MX000017004,1975-09-6,TMIN,150
9257,MX000017004,1975-09-6,TMAX,240
9259,MX000017004,1975-09-6,PRCP,0
10972,MX000017004,1975-09-7,TMIN,140
10973,MX000017004,1975-09-7,PRCP,45
10971,MX000017004,1975-09-7,TMAX,250
12685,MX000017004,1975-09-8,TMAX,250
12686,MX000017004,1975-09-8,TMIN,140
12687,MX000017004,1975-09-8,PRCP,145
14399,MX000017004,1975-09-9,TMAX,210
14400,MX000017004,1975-09-9,TMIN,150
14401,MX000017004,1975-09-9,PRCP,55
692,MX000017004,1975-10-1,PRCP,0
691,MX000017004,1975-10-1,TMIN,150
690,MX000017004,1975-10-1,TMAX,270
16116,MX000017004,1975-10-10,TMAX,260
16117,MX000017004,1975-10-10,TMIN,140
16118,MX000017004,1975-10-10,PRCP,0
17830,MX000017004,1975-10-11,TMAX,260
17831,MX000017004,1975-10-11,TMIN,150
17832,MX000017004,1975-10-11,PRCP,140
19544,MX000017004,1975-10-12,TMAX,250
19545,MX000017004,1975-10-12,TMIN,140
19546,MX000017004,1975-10-12,PRCP,0
21260,MX000017004,1975-10-13,PRCP,0
21259,MX000017004,1975-10-13,TMIN,150
21258,MX000017004,1975-10-13,TMAX,250
22974,MX000017004,1975-10-14,PRCP,0
22973,MX000017004,1975-10-14,TMIN,140
22972,MX000017004,1975-10-14,TMAX,250
24687,MX000017004,1975-10-15,TMIN,150
24688,MX000017004,1975-10-15,PRCP,20
24686,MX000017004,1975-10-15,TMAX,250
26400,MX000017004,1975-10-16,TMAX,240
26401,MX000017004,1975-10-16,TMIN,150
26402,MX000017004,1975-10-16,PRCP,0
28114,MX000017004,1975-10-17,TMAX,240
28115,MX000017004,1975-10-17,TMIN,160
28116,MX000017004,1975-10-17,PRCP,30
29829,MX000017004,1975-10-18,TMIN,150
29830,MX000017004,1975-10-18,PRCP,0
29828,MX000017004,1975-10-18,TMAX,220
31542,MX000017004,1975-10-19,TMAX,230
31543,MX000017004,1975-10-19,TMIN,120
31544,MX000017004,1975-10-19,PRCP,0
2404,MX000017004,1975-10-2,TMAX,270
2406,MX000017004,1975-10-2,PRCP,0
2405,MX000017004,1975-10-2,TMIN,150
33258,MX000017004,1975-10-20,PRCP,0
33257,MX000017004,1975-10-20,TMIN,130
33256,MX000017004,1975-10-20,TMAX,250
34971,MX000017004,1975-10-21,TMIN,130
34970,MX000017004,1975-10-21,TMAX,260
34972,MX000017004,1975-10-21,PRCP,0
36684,MX000017004,1975-10-22,TMAX,260
36686,MX000017004,1975-10-22,PRCP,0
36685,MX000017004,1975-10-22,TMIN,110
38399,MX000017004,1975-10-23,TMIN,140
38400,MX000017004,1975-10-23,PRCP,0
38398,MX000017004,1975-10-23,TMAX,250
40112,MX000017004,1975-10-24,TMAX,270
40113,MX000017004,1975-10-24,TMIN,140
40114,MX000017004,1975-10-24,PRCP,0
41826,MX000017004,1975-10-25,TMAX,260
41828,MX000017004,1975-10-25,PRCP,0
41827,MX000017004,1975-10-25,TMIN,150
43542,MX000017004,1975-10-26,PRCP,0
43540,MX000017004,1975-10-26,TMAX,250
43541,MX000017004,1975-10-26,TMIN,160
45254,MX000017004,1975-10-27,TMAX,250
45256,MX000017004,1975-10-27,PRCP,0
45255,MX000017004,1975-10-27,TMIN,160
46970,MX000017004,1975-10-28,PRCP,0
46969,MX000017004,1975-10-28,TMIN,150
46968,MX000017004,1975-10-28,TMAX,260
48682,MX000017004,1975-10-29,TMAX,260
48684,MX000017004,1975-10-29,PRCP,0
48683,MX000017004,1975-10-29,TMIN,150
4118,MX000017004,1975-10-3,TMAX,270
4120,MX000017004,1975-10-3,PRCP,0
4119,MX000017004,1975-10-3,TMIN,150
50398,MX000017004,1975-10-30,PRCP,0
50397,MX000017004,1975-10-30,TMIN,150
50396,MX000017004,1975-10-30,TMAX,250
52111,MX000017004,1975-10-31,TMIN,120
52110,MX000017004,1975-10-31,TMAX,260
52112,MX000017004,1975-10-31,PRCP,0
5832,MX000017004,1975-10-4,TMAX,260
5834,MX000017004,1975-10-4,PRCP,0
5833,MX000017004,1975-10-4,TMIN,140
7546,MX000017004,1975-10-5,TMAX,260
7548,MX000017004,1975-10-5,PRCP,80
7547,MX000017004,1975-10-5,TMIN,140
9260,MX000017004,1975-10-6,TMAX,220
9262,MX000017004,1975-10-6,PRCP,0
9261,MX000017004,1975-10-6,TMIN,150
10975,MX000017004,1975-10-7,TMIN,160
10976,MX000017004,1975-10-7,PRCP,0
10974,MX000017004,1975-10-7,TMAX,270
12689,MX000017004,1975-10-8,TMIN,160
12690,MX000017004,1975-10-8,PRCP,45
12688,MX000017004,1975-10-8,TMAX,270
14402,MX000017004,1975-10-9,TMAX,240
14403,MX000017004,1975-10-9,TMIN,150
14404,MX000017004,1975-10-9,PRCP,35
694,MX000017004,1975-11-1,TMIN,150
695,MX000017004,1975-11-1,PRCP,0
693,MX000017004,1975-11-1,TMAX,260
16121,MX000017004,1975-11-10,PRCP,0
16119,MX000017004,1975-11-10,TMAX,270
16120,MX000017004,1975-11-10,TMIN,140
17835,MX000017004,1975-11-11,PRCP,0
17833,MX000017004,1975-11-11,TMAX,260
17834,MX000017004,1975-11-11,TMIN,140
19549,MX000017004,1975-11-12,PRCP,0
19548,MX000017004,1975-11-12,TMIN,150
19547,MX000017004,1975-11-12,TMAX,260
21262,MX000017004,1975-11-13,TMIN,140
21263,MX000017004,1975-11-13,PRCP,0
21261,MX000017004,1975-11-13,TMAX,250
22976,MX000017004,1975-11-14,TMIN,130
22975,MX000017004,1975-11-14,TMAX,230
22977,MX000017004,1975-11-14,PRCP,0
24690,MX000017004,1975-11-15,TMIN,110
24691,MX000017004,1975-11-15,PRCP,0
24689,MX000017004,1975-11-15,TMAX,240
26405,MX000017004,1975-11-16,PRCP,0
26404,MX000017004,1975-11-16,TMIN,110
26403,MX000017004,1975-11-16,TMAX,250
28119,MX000017004,1975-11-17,PRCP,0
28118,MX000017004,1975-11-17,TMIN,120
28117,MX000017004,1975-11-17,TMAX,250
29832,MX000017004,1975-11-18,TMIN,120
29831,MX000017004,1975-11-18,TMAX,250
29833,MX000017004,1975-11-18,PRCP,0
31546,MX000017004,1975-11-19,TMIN,140
31547,MX000017004,1975-11-19,PRCP,0
31545,MX000017004,1975-11-19,TMAX,250
2407,MX000017004,1975-11-2,TMAX,260
2409,MX000017004,1975-11-2,PRCP,0
2408,MX000017004,1975-11-2,TMIN,140
33260,MX000017004,1975-11-20,TMIN,140
33261,MX000017004,1975-11-20,PRCP,0
33259,MX000017004,1975-11-20,TMAX,260
34975,MX000017004,1975-11-21,PRCP,0
34974,MX000017004,1975-11-21,TMIN,140
34973,MX000017004,1975-11-21,TMAX,260
36688,MX000017004,1975-11-22,TMIN,150
36687,MX000017004,1975-11-22,TMAX,260
36689,MX000017004,1975-11-22,PRCP,0
38403,MX000017004,1975-11-23,PRCP,0
38401,MX000017004,1975-11-23,TMAX,250
38402,MX000017004,1975-11-23,TMIN,150
40117,MX000017004,1975-11-24,PRCP,0
40115,MX000017004,1975-11-24,TMAX,240
40116,MX000017004,1975-11-24,TMIN,140
41829,MX000017004,1975-11-25,TMAX,250
41831,MX000017004,1975-11-25,PRCP,0
41830,MX000017004,1975-11-25,TMIN,140
43545,MX000017004,1975-11-26,PRCP,0
43544,MX000017004,1975-11-26,TMIN,140
43543,MX000017004,1975-11-26,TMAX,250
45259,MX000017004,1975-11-27,PRCP,0
45257,MX000017004,1975-11-27,TMAX,260
45258,MX000017004,1975-11-27,TMIN,140
46971,MX000017004,1975-11-28,TMAX,250
46973,MX000017004,1975-11-28,PRCP,0
46972,MX000017004,1975-11-28,TMIN,140
